id,name,position,year,Adjusted Estimate,Std. Error,z value,Pr(>|z|),Year,School Name,Image Token,School Token,Rating
268,Stefanos Pappas,Skipper,25,1.1816605835848102,0.165702282370923,-12.09117513594,1.17592593552735e-33,2025,Jacksonville University,JAX-40.png,jacksonville,1866.2143200568514
269,Nina Lubchenco,Skipper,25,2.0969942477064203,0.777625303438643,-1.39939074466609,0.161695840801223,2025,College of Charleston,COC-40.png,charleston,1861.112585096911
270,Ava Hurwitz,Skipper,27,1.18334671834885,0.169786015975509,-11.7904243780391,4.37331756932877e-32,2027,Dartmouth College,DART-40.png,dartmouth,1857.3353887711728
271,Boris Bialer,Skipper,26,2.00123490421802,0.715842776679364,-1.65393999144719,0.0981397060150851,2026,Cornell University,COR-40.png,cornell,1854.9414783979482
272,Olivia Lowthian,Skipper,25,1.09358346925517,0.112222737418539,-18.6380450077661,1.5790710642046895e-77,2025,Salve Regina University,SR-40.png,salve-regina,1850.4987262547231
273,Patrick Shachoy,Skipper,28,1.2856391108625502,0.249019976143343,-7.62813015531183,2.38183030674804e-14,2028,Fordham University,FRD-40.png,fordham,1824.2182932950716
274,Fredrikke Foss,Skipper,25,1.1959618397489602,0.197338585268843,-10.0803097260358,6.75129704401921e-24,2025,College of Charleston,COC-40.png,charleston,1799.9079236913917
275,Tryg van Wyk,Skipper,26,1.16947779891707,0.183533662514814,-10.9828250230491,4.62238437207719e-28,2026,George Washington University,GWU-40.png,george-washington,1788.354610289698
276,Gavin Monaghan,Skipper,26,1.0901596383270702,0.138886169107937,-15.0845564773363,2.04645161232724e-51,2026,Boston University,BU-40.png,boston-university,1763.6607693303297
277,Lucy Paskoff,Skipper,24,1.0445892043572202,0.110609386682106,-19.3528484336646,1.92881939132376e-83,2024,Boston University,BU-40.png,boston-university,1757.3502486681227
278,Savannah Young,Skipper,25,1.5263400663838402,0.435268570123865,-3.81110869847717,0.0001383449134327,2025,Brown University,BR-40.png,brown,1746.8744223960853
279,Cho-Cho Williams,Skipper,26,1.0732834362499202,0.1346060553712,-15.6895799233008,1.78231126790031e-55,2026,St. Mary's College of Maryland,SMC-40.png,st-mary,1742.7487063862404
280,Jake Weinstein,Skipper,27,1.1251350003798,0.169268474961952,-12.170375495141,4.470213453216e-34,2027,Northwestern University,NWU-40.png,northwestern,1742.464575873744
281,Morgana Manti,Skipper,26,1.1107074790175102,0.165217005982516,-12.5561434115241,3.67828982749791e-36,2026,University of Southern California,USC-40.png,southern-cal,1725.7639400874723
282,Ashton Loring,Skipper,26,1.26820952241907,0.276393591903706,-6.93571209279489,4.04180003817543e-12,2026,Clemson University,CLE-40.png,clemson,1707.238269127022
283,Mitchell Hnatt,Skipper,28,1.2104085928207402,0.241515838746756,-8.17663685157545,2.9187598548938e-16,2028,Clemson University,CLE-40.png,clemson,1696.2696694012125
284,Lizzie Cochran,Skipper,27,1.03422575304198,0.125666559006952,-17.1164879830572,1.11821361271701e-65,2027,Fordham University,FRD-40.png,fordham,1691.4518290631042
285,Hilton Kamps,Skipper,25,1.03152524208766,0.128058992859412,-16.8178009992109,1.8074400452252e-63,2025,Rollins College,ROL-40.png,rollins,1678.873505597084
286,Kiana Beachy,Skipper,28,1.119020247005,0.186657774475592,-11.0693254484388,1.7672583778781399e-28,2028,Tufts University,TUF-40.png,tufts,1678.0671705832237
287,Nathaniel Hartwell,Skipper,28,1.12288905963804,0.193360354424453,-10.6656136758599,1.4742260486111e-26,2028,SUNY Maritime College,NYM-40.png,ny-maritime,1665.6970560027212
288,Maya Conway,Skipper,26,1.1345186384933803,0.206019070964154,-9.95382248869597,2.42678637332909e-23,2026,Cornell University,COR-40.png,cornell,1650.9800640942985
289,Stefano Palamara,Skipper,25,0.99131263230249,0.112669986922327,-19.4717628694372,1.90597972148891e-84,2025,Hampton University,HU-40.png,hampton,1644.615303837999
290,Kaitlyn Liebel,Skipper,26,1.0453227204202102,0.149896168860483,-14.2757029482729,3.1014461545082502e-46,2026,Jacksonville University,JAX-40.png,jacksonville,1640.9569342589716
291,Lina Carper,Skipper,27,1.0458114685463902,0.152605426461573,-14.0190587007005,1.1918497957473e-44,2027,St. Mary's College of Maryland,SMC-40.png,st-mary,1633.8066577080613
292,Gavin VanManen,Skipper,27,1.21629384930101,0.266486490954137,-7.38837471200167,1.48634382814743e-13,2027,U. S. Coast Guard Academy,CGA-40.png,coast-guard,1633.1282257396092
293,Fiona Froelich,Skipper,28,1.17975589200609,0.244790459101093,-8.19247619173886,2.55905860369983e-16,2028,Jacksonville University,JAX-40.png,jacksonville,1625.1404067089006
294,Nilah Miller,Skipper,25,1.00728305427779,0.133292596775952,-16.3393384070657,5.18120470551537e-60,2025,Clemson University,CLE-40.png,clemson,1614.6883182277238
295,Ella Demand,Skipper,28,1.09061194340903,0.191106878360705,-10.9602750812253,5.93187875781643e-28,2028,U. S. Coast Guard Academy,CGA-40.png,coast-guard,1607.903251735945
296,Liam Gronda,Skipper,25,1.03145182877656,0.156761436492009,-13.7389916779045,5.9295851162897495e-43,2025,Connecticut College,CC-40.png,connecticut-college,1592.619348077093
297,Noah Kuzloski,Skipper,27,1.2799425330245002,0.322590248761418,-5.90610960637316,3.5028097056543702e-09,2027,SUNY Maritime College,NYM-40.png,ny-maritime,1592.1143197647466
298,Peter Cotoia,Skipper,26,1.39258240115608,0.40495586928449,-4.42668852328991,9.56907524482066e-06,2026,Roger Williams University,RW-40.png,roger-williams,1570.2971944586898
299,Oliver Dietter,Skipper,27,1.25531826980722,0.315181066758809,-6.12307601530593,9.17858776021711e-10,2027,Northeastern University,NU-40.png,northeastern,1565.093339338013
300,Billy Vogel,Skipper,25,1.09324005160081,0.209835613947175,-9.96949854795593,2.07272653719676e-23,2025,University of Michigan,MICH-40.png,michigan,1556.9732613600954
301,Buck Rathbun,Skipper,28,1.1339790227946502,0.237226260268245,-8.64666869107386,5.302463156835301e-18,2028,Boston University,BU-40.png,boston-university,1556.2792647845656
302,Sam Riley,Skipper,27,1.2000821908990602,0.28218872789145,-7.0347023571444,1.99686804834885e-12,2027,Old Dominion University,ODU-40.png,old-dominion,1553.5981981237703
303,Mary Castellini,Skipper,25,0.94777841505028,0.124116999641893,-18.0266804028603,1.20300825215426e-72,2025,University of Wisconsin,WIS-40.png,wisconsin,1523.205831174881
304,Sam Harris,Skipper,26,0.97788443108541,0.151000405158102,-14.6179175265131,2.1590372635319e-48,2026,University of New Hampshire,UNH-40.png,new-hampshire,1502.767646696514
305,Eric Pohl,Skipper,28,2.12723259754502,0.929379155119069,-1.13835488646833,0.254972323837131,2028,University of Rhode Island,URI-40.png,rhode-island,1466.3277297328327
306,Thomas Pappas,Skipper,25,1.08040262044479,0.234872667883975,-8.96142279420773,3.20515578193781e-19,2025,Jacksonville University,JAX-40.png,jacksonville,1456.1872372376552
307,Morgan Rice,Skipper,25,1.2270969168284602,0.33267840843924,-5.88586134133134,3.95986205411121e-09,2025,Georgetown University,GTN-40.png,georgetown,1456.1586083392006
308,Jakub Fuja,Skipper,27,0.9723192477649004,0.162887064216397,-13.5853430905471,4.89234074500134e-42,2027,Roger Williams University,RW-40.png,roger-williams,1455.9773028806098
309,Ossian Kamal,Skipper,26,0.9494410473453404,0.14951708953178,-14.9531726427571,1.48502316456636e-50,2026,Princeton University,PRN-40.png,princeton,1450.3308260953409
310,Cameron Silvers,Skipper,27,1.1321601537633503,0.272549380603089,-7.53271110670065,4.9697485195791e-14,2027,University of Rhode Island,URI-40.png,rhode-island,1446.6721657174337
311,Heidi Hicks,Skipper,25,0.96110944905955,0.166914759024282,-13.3246841926873,1.6633515341853792e-40,2025,University of South Florida,USF-40.png,south-florida,1421.474621046254
312,Greg Bittle,Skipper,25,0.9690869898721002,0.172622115128237,-12.8379200349748,1.00539476426626e-37,2025,University of Saint Thomas,STT-40.png,saint-thomas,1420.3076343594894
313,Henri Richardsson,Skipper,25,0.9306345008942802,0.149995221936223,-15.0308881186959,4.60786222694312e-51,2025,Maine Maritime Academy,MMA-40.png,maine-maritime,1411.2833359798915
314,Caroline Odell,Skipper,27,1.02791247529019,0.217834244905699,-9.90332546565542,4.02658674762177e-23,2027,U. S. Coast Guard Academy,CGA-40.png,coast-guard,1402.322215863283
315,Julian Henderson,Skipper,27,1.09744130857906,0.266173273652941,-7.84359211924389,4.378376630227241e-15,2027,U. S. Coast Guard Academy,CGA-40.png,coast-guard,1396.362796199297
316,Brady Starck,Skipper,25,1.29617678715307,0.399636923009599,-4.7268382980673,2.28042719961009e-06,2025,Tulane University,TUL-40.png,tulane,1393.442805277343
317,Max Teo,Skipper,28,1.17260614122539,0.318744323648317,-6.31411952970744,2.71703883137268e-10,2028,Boston University,BU-40.png,boston-university,1388.9793115058292
318,James Jagielski,Skipper,25,0.8857198085020102,0.1330270054562,-17.2857840689478,6.01972042007353e-67,2025,Olin College of Engineering,OLIN-40.png,olin,1372.3586006354203
319,Ben Hosford,Skipper,25,0.8809878631863199,0.135618385628634,-16.9903809597022,9.6758697296183e-65,2025,SUNY Maritime College,NYM-40.png,ny-maritime,1355.1205694867378
320,Aston Atherton,Skipper,26,0.92867586445954,0.167941885666648,-13.4363147510212,3.70430219608314e-41,2026,Christopher Newport University,CNU-40.png,christopher-newport,1353.526071919136
321,Everett McAvoy,Skipper,26,1.10182743727577,0.288445896015103,-7.22273567300735,5.09519945407984e-13,2026,University of Hawaii,UH-40.png,hawaii,1338.3171865062307
322,Reid Nelson,Skipper,27,1.0934156594900202,0.300009063176455,-6.97239016221414,3.11600925987274e-12,2027,Roger Williams University,RW-40.png,roger-williams,1286.8041294506752
323,Keller Morrison,Skipper,25,0.8472229791588703,0.141073883908291,-16.5726841583068,1.0981259242627701e-61,2025,Brown University,BR-40.png,brown,1271.2243065928676
324,Walter Chiles,Skipper,26,1.03891601781097,0.275722607460649,-7.78419985982455,7.01557803950474e-15,2026,Middlebury College,MID-40.png,middlebury,1250.664213239993
325,Amelia Popp,Skipper,25,1.1413160658369903,0.346197798267285,-5.90379212273798,3.55239734837518e-09,2025,University of Pennsylvania,UPN-40.png,pennsylvania,1244.0387368721256
326,Nithya Balachander,Skipper,25,0.8926319312425299,0.185731086682447,-12.3434585446312,5.28365044692717e-35,2025,Indiana University,IU-40.png,indiana,1228.070602437719
327,Grace Watlington,Skipper,26,0.7923939227882904,0.119042858781838,-20.1003403467776,7.32892809739248e-90,2026,Christopher Newport University,CNU-40.png,christopher-newport,1227.6592692310667
328,Lola Kohl,Skipper,28,0.9853026503416502,0.251832302187795,-8.73554834190606,2.42476982367377e-18,2028,Tulane University,TUL-40.png,tulane,1215.1083941199154
329,Dalton Lovett,Skipper,25,0.9228618390872804,0.216898287482182,-10.4303915320456,1.8014445509977e-25,2025,Western Washington University,WWU-40.png,western-washington,1195.0288157280147
330,Marissa Tegeder,Skipper,25,0.7748937501180602,0.124134883793094,-19.4167995038044,5.56519072361785e-84,2025,University of Wisconsin,WIS-40.png,wisconsin,1177.3828488568383
331,Renato Korzinek,Skipper,25,0.8139481103883903,0.150541980693313,-15.7514055471276,6.71715836388345e-56,2025,Boston University,BU-40.png,boston-university,1176.2702786968416
332,Grant Schmidt,Skipper,28,0.9381291096243404,0.234479268285972,-9.58322160828202,9.40641187252869e-22,2028,Tufts University,TUF-40.png,tufts,1172.8204143907647
333,Timmy Gee,Skipper,25,1.12962183920783,0.364898099076732,-5.63328245926692,1.76811511134186e-08,2025,Bowdoin College,BOW-40.png,bowdoin,1164.5493811854644
334,Benjamin Reeser,Skipper,28,0.8893850579007703,0.20965320130264,-10.9505165100808,6.6069788320326785e-28,2028,U. S. Coast Guard Academy,CGA-40.png,coast-guard,1149.8105118936205
335,Seamus Hendrickson,Skipper,25,0.9196044206573402,0.232139706264055,-9.75960345586982,1.67810079674721e-22,2025,University of Wisconsin,WIS-40.png,wisconsin,1142.7897225225151
336,Seamus Hendrickson,Skipper,25,0.9196044206573402,0.232139706264055,-9.75960345586982,1.67810079674721e-22,2025,University of Wisconsin,WIS-40.png,wisconsin,1142.7897225225151
337,Scott Opert,Skipper,28,1.30477294334337,0.489825819433215,-3.83896250914073,0.0001235552930646,2028,St. Mary's College of Maryland,SMC-40.png,st-mary,1140.0684283870946
338,Reese Zebrowski,Skipper,26,0.92395627338426,0.237915436162695,-9.50438384008866,2.0123578402579e-21,2026,University of Texas,UT-40.png,texas,1134.1662382804352
339,Sophie Brett,Skipper,25,0.8287137669370002,0.180557390301092,-13.0511530394299,6.259284391028381e-39,2025,Bowdoin College,BOW-40.png,bowdoin,1115.7553629707245
340,Gabby Collins,Skipper,28,0.93817197655612,0.256663114025321,-8.75475984203487,2.04538548556014e-18,2028,Brown University,BR-40.png,brown,1106.3546110362768
341,Grace Beard,Skipper,25,1.2781216645491202,0.48436471284077,-3.93726913841973,8.24141562889111e-05,2025,College of Charleston,COC-40.png,charleston,1103.1491905759303
342,Aidan Boni,Skipper,26,0.7833382307934,0.155016253859467,-15.4942311503712,3.79473093314824e-54,2026,Northeastern University,NU-40.png,northeastern,1101.6277000083992
343,James Owen,Skipper,25,0.8843076570808099,0.225767130441634,-10.1914226334672,2.16571452268067e-24,2025,Fordham University,FRD-40.png,fordham,1091.313922836718
344,Jancy Grayson,Skipper,28,0.92447488925689,0.253917754190134,-8.90335935,5.418141461778543e-19,2028,Roger Williams University,RW-40.png,roger-williams,1087.196515943378
345,Laura Smith,Skipper,26,0.7170489968673501,0.118199594921376,-20.8811790339132,7.94080825835012e-97,2026,Christopher Newport University,CNU-40.png,christopher-newport,1079.4992089705725
346,Beck Lorsch,Skipper,25,0.7773358509536501,0.16072331711674,-14.9813984205791,9.71511411082728e-51,2025,Yale University,YAL-40.png,yale,1072.5017505570802
347,Martha Schuessler,Skipper,27,0.8736045237589201,0.226974094045293,-10.1843841964468,2.32829305904857e-24,2027,University of Hawaii,UH-40.png,hawaii,1066.2867653819612
348,Jacqueline Ruggieri,Skipper,27,0.8191163578681899,0.198091298032176,-11.9443891064014,6.94588247637826e-33,2027,University of Wisconsin,WIS-40.png,wisconsin,1043.9588216398517
349,Ariana Schwartz,Skipper,27,0.7291284829783202,0.141819505927398,-17.3182624006294,3.42545792113695e-67,2027,University of Rhode Island,URI-40.png,rhode-island,1032.7984481744465
350,Eric Brieden,Skipper,28,0.92797406641666,0.281335132943847,-8.02324903441937,1.02984268186857e-15,2028,Marquette University,MRQ-40.png,marquette,1011.942734001779
351,Jeremy Lunati,Skipper,27,0.7857158739092602,0.187848935934417,-12.7734555125991,2.30681381215072e-37,2027,SUNY Maritime College,NYM-40.png,ny-maritime,1007.8849400152695
352,Ella Beauregard,Skipper,25,0.7576652259101202,0.172427355740388,-14.0785704439002,5.14398463776864e-45,2025,Maine Maritime Academy,MMA-40.png,maine-maritime,998.0483845990764
353,Ava Cornell,Skipper,28,0.8952316333947801,0.264815141983151,-8.64740682731633,5.26828850719991e-18,2028,Stanford University,STAN-40.png,stanford,996.0178408401072
354,Marcus Greco,Skipper,28,2.03585066344954,1.03025026526764,-1.11559809830139,0.264594206507133,2028,Cornell University,COR-40.png,cornell,980.9505310961604
355,Alice Schmid,Skipper,27,2.61768287064721,1.42209088712285,-0.399069450938958,0.689842031119996,2027,Stanford University,STAN-40.png,stanford,969.0930799258704
356,Harry Kaya Prager,Skipper,25,0.85822625674987,0.251959939429379,-9.23547468965388,2.5714327608993e-20,2025,Tufts University,TUF-40.png,tufts,960.572695211603
357,Nate Bonham,Skipper,28,1.40675561090815,0.619029922944461,-2.87294720873781,0.0040666206389567,2028,Jacksonville University,JAX-40.png,jacksonville,956.4214529829169
358,Bryce Vitiello,Skipper,27,0.8028584130585701,0.219534179459421,-10.8517839589457,1.95570455411797e-27,2027,Fairfield University,FAR-40.png,fairfield,947.1142877388772
359,Juan Casal,Skipper,27,0.8122279452263901,0.230406254554164,-10.2990604986914,7.115279745224161e-25,2027,Arizona State University,ASU-40.png,arizona-state,933.2371267902881
360,Mats Braaten,Skipper,27,0.8352475389732903,0.256100250017351,-9.17589249141348,4.47849030619656e-20,2027,St. Mary's College of Maryland,SMC-40.png,st-mary,902.1943278945275
361,Parker Brown,Skipper,26,1.3092046539016502,0.574000059831224,-3.26827709182917,0.001082043736943,2026,University of Rhode Island,URI-40.png,rhode-island,896.4091283096282
362,Caitlin Derby,Skipper,26,0.6323364221521399,0.123502048369451,-20.670584105356,6.37401988854665e-95,2026,University of Vermont,UVM-40.png,vermont,894.1666991959269
363,Charles Case,Skipper,26,0.8380007365859901,0.261253833816447,-8.98434725065022,2.60274633718168e-19,2026,Brown University,BR-40.png,brown,892.239971722639
364,Willem Weinberg,Skipper,24,0.7617197535095399,0.213874986647256,-11.3312743329079,9.18584501831028e-30,2024,University of Rhode Island,URI-40.png,rhode-island,881.8145470773119
365,Marleigh Henehan,Skipper,25,0.9205942720725302,0.320570842103667,-7.06427825195578,1.61452939122285e-12,2025,SUNY Maritime College,NYM-40.png,ny-maritime,879.4760178340595
366,James Lilyquist,Skipper,28,1.2010086190877,0.510651473169219,-3.88559983731095,0.0001020775313475,2028,Virginia Tech,VT-40.png,virginia-tech,870.0628186677432
367,Posie Cabaniss,Skipper,27,1.4990694634355202,0.709861432997023,-2.37528954010405,0.017535189086397,2027,Bowdoin College,BOW-40.png,bowdoin,868.5546278799716
368,Cole Amaral,Skipper,28,0.8744208006691103,0.293676230469997,-7.86844442871446,3.59077991552324e-15,2028,Bowdoin College,BOW-40.png,bowdoin,867.8129099282296
369,Emma Friedauer,Skipper,26,0.7790853649008502,0.237047202459534,-10.1503435193103,3.30199075725683e-24,2026,Old Dominion University,ODU-40.png,old-dominion,847.0291224230984
370,Jasper Waldman,Skipper,25,0.6172734074126001,0.130959851835601,-19.6084712738346,1.30907775723698e-85,2025,Princeton University,PRN-40.png,princeton,841.6672593183971
371,Jack Cady,Skipper,25,0.87807635698011,0.306444719673188,-7.5286646989283,5.1261830098056205e-14,2025,University of Vermont,UVM-40.png,vermont,836.818554940656
372,Quinn Healey,Skipper,27,0.92177252690104,0.335587916031047,-6.74465099943045,1.53395287462694e-11,2027,Wake Forest University,WFU-40.png,wake-forest,836.7813057089388
373,Quinn Healey,Skipper,27,0.92177252690104,0.335587916031047,-6.74465099943045,1.53395287462694e-11,2027,Wake Forest University,WFU-40.png,wake-forest,836.7813057089388
374,Katherine Olsen,Skipper,25,0.82532283706459,0.274145529869299,-8.60810338296275,7.42792549183577e-18,2025,University of California at Berkeley,CAL-40.png,berkeley,828.2090845212829
375,Sara Menesale,Skipper,28,0.8754285383773,0.309004869500173,-7.47485748530582,7.72875672137931e-14,2028,University of South Florida,USF-40.png,south-florida,823.8424682540809
376,Daniel van Heeckeren,Skipper,26,0.6950670149841502,0.189085269684621,-13.1693435946956,1.31738027653467e-39,2026,Brown University,BR-40.png,brown,822.8782209144374
377,Izzy Wu-Karr,Skipper,26,0.59168497809158,0.128765316237935,-20.1413781120431,3.20298940156753e-90,2026,Connecticut College,CC-40.png,connecticut-college,797.0740074693551
378,Richard Kalich,Skipper,26,0.6218227202404001,0.152002565731892,-16.8640125748772,8.27738227152618e-64,2026,Boston University,BU-40.png,boston-university,787.6377432851241
379,Allison Nystrom,Skipper,26,0.7553089882459703,0.242593967151993,-10.0162709750661,1.29289284397037e-23,2026,U. S. Coast Guard Academy,CGA-40.png,coast-guard,782.8360750359615
380,Mira Herlihy,Skipper,27,0.95929624466561,0.384283297617516,-5.79234036267298,6.94122922487592e-09,2027,Tulane University,TUL-40.png,tulane,765.7425964786721
381,Diego Carvajal,Skipper,26,1.2912331969615902,0.606614892169251,-3.12218299887467,0.0017951531517611,2026,College of Charleston,COC-40.png,charleston,762.6217174154274
382,Kalea Woodard,Skipper,24,0.7975989737978599,0.280965129069988,-8.49784076145624,1.93149825214179e-17,2024,University of South Florida,USF-40.png,south-florida,752.3025603857558
383,John Cabell,Skipper,26,0.7064049062966502,0.221071858049592,-11.212603068202,3.53637575115541e-29,2026,Boston University,BU-40.png,boston-university,749.5942384445244
384,Spencer Kriegstein,Skipper,25,1.04427946230637,0.448048773911258,-4.77831111814244,1.76773711449687e-06,2025,Georgetown University,GTN-40.png,georgetown,744.412602878966
385,Kevin Martin,Skipper,24,0.8515677546623501,0.319892285361494,-7.29504352647065,2.98562541415388e-13,2024,Embry-Riddle University,EMB-40.png,embry-riddle,743.4586532402183
386,Jane Marvin,Skipper,28,0.63990556882352,0.185620354537633,-13.7123449509254,8.56444798606211e-43,2028,Maine Maritime Academy,MMA-40.png,maine-maritime,722.9500740341409
387,Carter Weatherilt,Skipper,28,0.67008959286993,0.211051245260705,-11.917040831386,9.647459687379259e-33,2028,Florida State University,FSU-40.png,florida-state,707.025449957745
388,Ricky Miller,Skipper,26,0.9789944434894102,0.420673269186224,-5.24445363722544,1.56746113107452e-07,2026,Rice University,RICE-40.png,rice,695.9690794201483
389,Patricia Winssinger,Skipper,28,0.8079990150868501,0.30958042289746,-7.67877006827771,1.60623235712237e-14,2028,Tufts University,TUF-40.png,tufts,687.2567614813203
390,Max Zhalilo,Skipper,26,0.65037153316967,0.208641026901565,-12.1492134343398,5.79201369165756e-34,2026,University of Chicago,CHI-40.png,chicago,674.819985634645
391,Sammy Farkas,Skipper,27,0.6741874628533702,0.226924094458583,-11.0654112922396,1.84613991963001e-28,2027,University of Washington,UW-40.png,washington-nwicsa,667.6026423309914
392,Hayden Clary,Skipper,28,0.71787553339886,0.257575537673262,-9.57901666068767,9.797325831528e-22,2028,George Washington University,GWU-40.png,george-washington,663.024453777934
393,Nicholas Barillari,Skipper,26,1.6493614460279502,0.879306339861058,-1.74664321693774,0.0806992457576073,2026,Miami University,MUO-40.png,miami-university,660.8038724727267
394,Riley Donahue,Skipper,28,0.7681089745666001,0.292645572772463,-8.25943445066004,1.4636428303436002e-16,2028,Bowdoin College,BOW-40.png,bowdoin,658.2812308158111
395,Joseph Bonacci,Skipper,25,0.5158052328864899,0.129825047933407,-20.5614456513767,6.079451577763401e-94,2025,Washington College,WAC-40.png,washington-college,642.135321972759
396,Elizabeth Frost,Skipper,27,0.69513278716745,0.250192354428598,-9.95259474925244,2.4569207218083402e-23,2027,Columbia University,COL-40.png,columbia,639.6885110491058
397,Sterling Maggard,Skipper,27,0.6008958623857903,0.187962704541186,-13.7490043255074,5.163524787019e-43,2027,California State University Channel Islands,CSUCI-40.png,channel-islands,637.9036111480227
398,William Denker,Skipper,27,0.66505211419907,0.233957700840627,-10.7717924090658,4.67804038262624e-27,2027,University of Vermont,UVM-40.png,vermont,628.2311258762588
399,Nicholas Chesemore,Skipper,27,0.5924430965566501,0.187013523339631,-13.8639856482001,1.04695657502378e-43,2027,Northwestern University,NWU-40.png,northwestern,623.8456230944071
400,Nate Ingebritson,Skipper,25,0.57733246907847,0.178861007335849,-14.5803910529327,3.74366123355206e-48,2025,University of California at Berkeley,CAL-40.png,berkeley,618.081916149393
401,Maddison Carew,Skipper,27,0.6917093634834703,0.25571333947626,-9.75110075125606,1.82478783248268e-22,2027,North Carolina State University,NCS-40.png,north-carolina-state,616.2787085381607
402,Kenneth Buck,Skipper,26,0.4964579739001102,0.125820619717755,-21.3696128050233,2.56248994424708e-101,2026,The Citadel,CIT-40.png,citadel,615.4540886469555
403,Annika Milstien,Skipper,25,0.6486354527054101,0.227418359501288,-11.1537188686688,6.8674874233363e-29,2025,North Carolina State University,NCS-40.png,north-carolina-state,615.0158269069562
404,Andrew Tollefson,Skipper,26,0.5482612977225703,0.163519533773194,-16.1261137528165,1.67217072852691e-58,2026,The Citadel,CIT-40.png,citadel,605.9639941255584
405,Brady Parks,Skipper,25,0.6010345877266201,0.199562740803339,-12.9491171649952,2.37671562189235e-38,2025,Florida State University,FSU-40.png,florida-state,603.3809530432231
406,Luke Justin,Skipper,25,0.5900998367018899,0.20123882497029,-12.89560334015,4.76519031721573e-38,2025,University of South Florida,USF-40.png,south-florida,576.4831984929098
407,Grace Jones,Skipper,28,0.64795608017126,0.250794067642131,-10.1168255048435,4.6526144453182204e-24,2028,University of South Florida,USF-40.png,south-florida,543.529957416127
408,John Mason,Skipper,28,0.6741686126867901,0.269401236133718,-9.32077121659336,1.15497692714174e-20,2028,University of Rhode Island,URI-40.png,rhode-island,540.133516972426
409,Xander Dalke,Skipper,27,0.9082207863970102,0.427469307307777,-5.32664000627345,1.0004617033372e-07,2027,Dartmouth College,DART-40.png,dartmouth,534.0336508706894
410,Ian Hoogenboom,Skipper,25,0.4720092608345601,0.139600574028812,-19.4353544618096,3.87726904936499e-84,2025,Duke University,DUK-40.png,duke,525.2167995826841
411,William Wheary,Skipper,28,0.7145654563789003,0.307995077870936,-8.02165560844784,1.0432930640099e-15,2028,North Carolina State University,NCS-40.png,north-carolina-state,505.14567914499264
412,Genevieve Lau,Skipper,25,1.0534016125776402,0.533965699354269,-3.99238057829741,6.54132778518542e-05,2025,McGill University,MCG-40.png,mcgill,504.9061270924735
413,Andrew Liu,Skipper,27,1.5105491445574002,0.842495397441406,-1.9877221414918,0.0468424287470382,2027,Case Western Reserve University,CWR-40.png,case-western,493.61209679058265
414,Parker Thran,Skipper,28,0.7204638488916002,0.316095134098651,-7.79743749707895,6.31769109860771e-15,2028,Jacksonville University,JAX-40.png,jacksonville,492.64229548724734
415,Greg Bittle,Skipper,24,0.7476969006585099,0.336940578744482,-7.2342102829549,4.68245775411637e-13,2025,University of Saint Thomas,STT-40.png,saint-thomas,484.57206508357376
416,Alexis Young,Skipper,27,2.577109832262629,1.56519314215674,-0.388505451190569,0.697642020801466,2027,Stanford University,STAN-40.png,stanford,458.640238055038
417,Caden Harrison,Skipper,28,1.21997947289796,0.67453369811325,-2.9134444027861,0.0035746548405448,2028,University of Wisconsin,WIS-40.png,wisconsin,416.35785145617
418,Kit Harned,Skipper,27,0.70607146966482,0.333845968799229,-7.4259528710461,1.11970864661885e-13,2027,Stanford University,STAN-40.png,stanford,410.605032931953
419,Leo Terry,Skipper,25,2.533562317217838,1.56122586177247,-0.417385849731556,0.676396203303435,2025,Tufts University,TUF-40.png,tufts,383.4470491182665
420,Pierson Falk,Skipper,28,0.60155932297705,0.27880699147626,-9.26675677499846,1.91891969452984e-20,2028,University of Rhode Island,URI-40.png,rhode-island,366.69767152532006
421,Evelyn Hannah,Skipper,28,0.8117136871047901,0.422599681137373,-5.61638429698742,1.94994716943832e-08,2028,North Carolina State University,NCS-40.png,north-carolina-state,355.6283307974611
422,Meara Conley,Skipper,28,0.48581278797554,0.205803092525084,-13.1163389192127,2.65452236119307e-39,2028,U. S. Coast Guard Academy,CGA-40.png,coast-guard,354.21629837582805
423,Ryan Tatelbaum,Skipper,25,0.7321344271032499,0.372427400153289,-6.5866836651753,4.4975910543778686e-11,2025,University of Wisconsin,WIS-40.png,wisconsin,346.9866537466328
424,Colby Green,Skipper,25,0.4765197532715701,0.210137292800471,-12.8900306594174,5.12234432665216e-38,2025,Bates College,BAT-40.png,bates,322.6276281417272
425,Zachary Amelotte,Skipper,27,0.5044141664357502,0.232109319135845,-11.5496514474368,7.4120421116955e-31,2027,University of Vermont,UVM-40.png,vermont,312.5003754639654
426,Olivia Hogan-Lopez,Skipper,26,0.3876556365728101,0.154829745262331,-18.0684936143496,5.6433620584348e-73,2026,Harvard University,HAR-40.png,harvard,310.8220373586272
427,Spencer Asofsky,Skipper,25,0.80522503288105,0.436451263253833,-5.45300487741152,4.95257102576913e-08,2025,University of Rhode Island,URI-40.png,rhode-island,301.09627600060094
428,Dougie Cowan,Skipper,26,0.64299194146039,0.332717788293202,-7.64072150075715,2.16007840869666e-14,2026,Michigan State University,MSU-40.png,michigan-state,287.83051804117395
429,Brittany Shabino,Skipper,25,0.3970446055458803,0.171642474003012,-16.2439472560959,2.46537269212159e-59,2025,Marquette University,MRQ-40.png,marquette,279.16178908272457
